ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
illustrerai	ilystR°RE	illustrer	VER	VER			ind:fut:1s;	i|l_y_s|t_R_°|R_E	i|ll_u_s|t_r_e|r_ai	0	0,01
illustrerait	ilystR°RE	illustrer	VER	VER			cnd:pre:3s;	i|l_y_s|t_R_°|R_E	i|ll_u_s|t_r_e|r_ait	0,07	0,01
illustré	ilystRe	illustré	NOM	VER,ADJ,NOM	m	s		i|l_y_s|t_R_e	i|ll_u_s|t_r_é	1,55	0,01
illustrées	ilystRe	illustrer	VER	VER,ADJ	f	p	par:pas;	i|l_y_s|t_R_e_#	i|ll_u_s|t_r_é_es	0,68	0,01
iléaux	ileo	iléal	ADJ	ADJ	m	p		i|l_e|o_#	i|l_é|au_x	0	0,01
imageant	imaZ@	imager	VER	VER			par:pre;	i|m_a|Z_@	i|m_a|ge_ant	0	0,01
imageurs	imaZ9R	imageur	NOM	NOM	m	p		i|m_a|Z_9_R_#	i|m_a|g_eu_r_s	0	0,01
imaginaires	imaZinER	imaginaire	NOM	ADJ,NOM	m	p		i|m_a|Z_i|n_E_R_#	i|m_a|g_i|n_ai_r_es	0,14	0,01
imaginatif	imaZinatif	imaginatif	NOM	ADJ,NOM	m	s		i|m_a|Z_i|n_a|t_i_f	i|m_a|g_i|n_a|t_i_f	0,27	0,01
imaginative	imaZinativ	imaginative	NOM	ADJ,NOM	f	s		i|m_a|Z_i|n_a|t_i_v_#	i|m_a|g_i|n_a|t_i_v_e	0,07	0,01
imagée	imaZe	imager	VER	VER,ADJ	f	s	par:pas;	i|m_a|Z_e_#	i|m_a|g_é_e	0,07	0,01
imagées	imaZe	imager	VER	VER,ADJ	f	p	par:pas;	i|m_a|Z_e_#	i|m_a|g_é_es	0,07	0,01
imbibais	5bibE	imbiber	VER	VER			ind:imp:1s;	5|b_i|b_E	im|b_i|b_ais	0	0,01
imbibant	5bib@	imbiber	VER	VER			par:pre;	5|b_i|b_@	im|b_i|b_ant	0,41	0,01
imbiberait	5bib°RE	imbiber	VER	VER			cnd:pre:3s;	5|b_i|b_°|R_E	im|b_i|b_e|r_ait	0,07	0,01
imbibée	5bibe	imbibé	ADJ	VER,ADJ	f	s		5|b_i|b_e_#	im|b_i|b_é_e	0,41	0,01
imbibés	5bibe	imbibé	ADJ	VER,ADJ	m	p		5|b_i|b_e_#	im|b_i|b_é_s	0,2	0,01
imbitable	5bitabl	imbitable	ADJ	ADJ	m	s		5|b_i|t_a_b_l_#	im|b_i|t_a_b_l_e	0,07	0,01
imbriquée	5bRike	imbriquer	VER	VER	f	s	par:pas;	5|b_R_i|k_e_#	im|b_r_i|qu_é_e	0,07	0,01
imbrisable	5bRizabl	imbrisable	ADJ	ADJ		s		5|b_R_i|z_a_b_l_#	im|b_r_i|s_a_b_l_e	0	0,01
imbues	5by	imbu	ADJ	ADJ	f	p		5|b_y_#	im|b_u_es	0,07	0,01
imita	imita	imiter	VER	VER			ind:pas:3s;	i|m_i|t_a	i|m_i|t_a	3,51	0,01
imitai	imitE	imiter	VER	VER			ind:pas:1s;	i|m_i|t_E	i|m_i|t_ai	0,07	0,01
imiteraient	imit°RE	imiter	VER	VER			cnd:pre:3p;	i|m_i|t_°|R_E	i|m_i|t_e|r_aient	0,07	0,01
imiterais	imit°RE	imiter	VER	VER			cnd:pre:1s;	i|m_i|t_°|R_E	i|m_i|t_e|r_ais	0,07	0,01
imitions	imitj§	imiter	VER	VER			ind:imp:1p;	i|m_i|t_j_§	i|m_i|t_i_ons	0,07	0,01
immensités	im@site	immensité	NOM	NOM	f	p		i|m_@|s_i|t_e_#	i|mm_en|s_i|t_é_s	0,47	0,01
immergeant	imERZ@	immerger	VER	VER			par:pre;	i|m_E_R|Z_@	i|mm_e_r|ge_ant	0	0,01
immergerons	imERZ°R§	immerger	VER	VER			ind:fut:1p;	i|m_E_R|Z_°|R_§	i|mm_e_r|g_e|r_ons	0	0,01
immigrées	imigRe	immigrer	VER	VER,ADJ,NOM	f	p	par:pas;	i|m_i|g_R_e_#	i|mm_i|g_r_é_es	0,07	0,01
immigrées	imigRe	immigré	ADJ	VER,ADJ,NOM	f	p		i|m_i|g_R_e_#	i|mm_i|g_r_é_es	0,2	0,01
immigrées	imigRe	immigré	NOM	VER,ADJ,NOM	f	p		i|m_i|g_R_e_#	i|mm_i|g_r_é_es	0	0,01
immisces	imis	immiscer	VER	VER			ind:pre:2s;	i|m_i_s_#	i|mm_i_sc_es	0	0,01
immisçait	imisE	immiscer	VER	VER			ind:imp:3s;	i|m_i|s_E	i|mm_i|sç_ait	0,14	0,01
immobiliers	imobilje	immobilier	NOM	ADJ,NOM	m	p		i|m_o|b_i|l_j_e_#	i|mm_o|b_i|l_i_er_s	0,14	0,01
immobilisant	imobiliz@	immobiliser	VER	ADJ,VER			par:pre;	i|m_o|b_i|l_i|z_@	i|mm_o|b_i|l_i|s_ant	1,76	0,01
immobilisent	imobiliz	immobiliser	VER	VER			ind:pre:3p;	i|m_o|b_i|l_i_z_#	i|mm_o|b_i|l_i_s_ent	0,81	0,01
immobiliserait	imobiliz°RE	immobiliser	VER	VER			cnd:pre:3s;	i|m_o|b_i|l_i|z_°|R_E	i|mm_o|b_i|l_i|s_e|r_ait	0,07	0,01
immobilises	imobiliz	immobiliser	VER	VER			ind:pre:2s;	i|m_o|b_i|l_i_z_#	i|mm_o|b_i|l_i_s_es	0,07	0,01
immodestie	imodEsti	immodestie	NOM	NOM	f	s		i|m_o|d_E_s|t_i_#	i|mm_o|d_e_s|t_i_e	0,07	0,01
immola	imola	immoler	VER	VER			ind:pas:3s;	i|m_o|l_a	i|mm_o|l_a	0,07	0,01
immolée	imole	immoler	VER	VER	f	s	par:pas;	i|m_o|l_e_#	i|mm_o|l_é_e	0,07	0,01
immortalisa	imORtaliza	immortaliser	VER	VER			ind:pas:3s;	i|m_O_R|t_a|l_i|z_a	i|mm_o_r|t_a|l_i|s_a	0,14	0,01
immortaliseraient	imORtaliz°RE	immortaliser	VER	VER			cnd:pre:3p;	i|m_O_R|t_a|l_i|z_°|R_E	i|mm_o_r|t_a|l_i|s_e|r_aient	0	0,01
immortalisez	imORtalize	immortaliser	VER	VER			imp:pre:2p;	i|m_O_R|t_a|l_i|z_e	i|mm_o_r|t_a|l_i|s_ez	0	0,01
immotivés	imotive	immotivé	ADJ	ADJ	m	p		i|m_o|t_i|v_e_#	i|mm_o|t_i|v_é_s	0,07	0,01
immuabilité	im8abilite	immuabilité	NOM	NOM	f	s		i|m_8_a|b_i|l_i|t_e	i|mm_u_a|b_i|l_i|t_é	0,2	0,01
immuablement	im8abl°m@	immuablement	ADV	ADV				i|m_8_a|b_l_°|m_@	i|mm_u_a|b_l_e|m_ent	0,74	0,01
immune	imyn	immun	ADJ	ADJ	f	s		i|m_y_n_#	i|mm_u_n_e	0,07	0,01
immunodéprimé	imynodepRime	immunodéprimé	NOM	ADJ,NOM	m	s		i|m_y|n_o|d_e|p_R_i|m_e	i|mm_u|n_o|d_é|p_r_i|m_é	0	0,01
immunostimulant	imynostimyl@	immunostimulant	NOM	NOM	m	s		i|m_y|n_o_s|t_i|m_y|l_@	i|mm_u|n_o_s|t_i|m_u|l_ant	0	0,01
immunothérapie	imynoteRapi	immunothérapie	NOM	NOM	f	s		i|m_y|n_o|t_e|R_a|p_i_#	i|mm_u|n_o|th_é|r_a|p_i_e	0	0,01
immémoriale	imemoRjal	immémorial	ADJ	ADJ	f	s		i|m_e|m_o|R_j_a_l_#	i|mm_é|m_o|r_i_a_l_e	1,15	0,01
immémoriales	imemoRjal	immémorial	ADJ	ADJ	f	p		i|m_e|m_o|R_j_a_l_#	i|mm_é|m_o|r_i_a_l_es	1,01	0,01
imparfaits	5paRfE	imparfait	NOM	ADJ,NOM	m	p		5|p_a_R|f_E_#	im|p_a_r|f_ai_ts	0,54	0,01
impartiales	5paRsjal	impartial	ADJ	ADJ	f	p		5|p_a_R|s_j_a_l_#	im|p_a_r|t_i_a_l_es	0,07	0,01
impatiens	5pasj@s	impatiens	NOM	NOM	f			5|p_a|s_j_@_s	im|p_a|t_i_en_s	0	0,01
impatientai	5pasj@tE	impatienter	VER	VER			ind:pas:1s;	5|p_a|s_j_@|t_E	im|p_a|t_i_en|t_ai	0,14	0,01
impatientaient	5pasj@tE	impatienter	VER	VER			ind:imp:3p;	5|p_a|s_j_@|t_E	im|p_a|t_i_en|t_aient	0,47	0,01
impatientes	5pasj@t	impatienter	VER	ADJ,NOM,VER			ind:pre:2s;	5|p_a|s_j_@_t_#	im|p_a|t_i_en_t_es	0	0,01
impatientez	5pasj@te	impatienter	VER	VER			imp:pre:2p;ind:pre:2p;	5|p_a|s_j_@|t_e	im|p_a|t_i_en|t_ez	0,27	0,01
impatienté	5pasj@te	impatienter	VER	VER	m	s	par:pas;	5|p_a|s_j_@|t_e	im|p_a|t_i_en|t_é	0,81	0,01
impatientée	5pasj@te	impatienter	VER	VER	f	s	par:pas;	5|p_a|s_j_@|t_e_#	im|p_a|t_i_en|t_é_e	0,34	0,01
impatientés	5pasj@te	impatienter	VER	VER	m	p	par:pas;	5|p_a|s_j_@|t_e_#	im|p_a|t_i_en|t_é_s	0	0,01
imperfectible	5pERfEktibl	imperfectible	ADJ	ADJ		s		5|p_E_R|f_E_k|t_i_b_l_#	im|p_e_r|f_e_c|t_i_b_l_e	0	0,01
imperméabilisant	5pERmeabiliz@	imperméabilisant	NOM	NOM	m	s		5|p_E_R|m_e|a|b_i|l_i|z_@	im|p_e_r|m_é|a|b_i|l_i|s_ant	0	0,01
imperméabiliser	5pERmeabilize	imperméabiliser	VER	VER			inf;	5|p_E_R|m_e|a|b_i|l_i|z_e	im|p_e_r|m_é|a|b_i|l_i|s_er	0	0,01
impersonnaliser	5pERsOnalize	impersonnaliser	VER	VER			inf;	5|p_E_R|s_O|n_a|l_i|z_e	im|p_e_r|s_o|nn_a|l_i|s_er	0	0,01
impersonnelles	5pERsonEl	impersonnel	ADJ	ADJ	f	p		5|p_E_R|s_o|n_E_l_#	im|p_e_r|s_o|nn_e_ll_es	0,27	0,01
impertinents	5pERtin@	impertinent	ADJ	ADJ,NOM	m	p		5|p_E_R|t_i|n_@_#	im|p_e_r|t_i|n_en_ts	0	0,01
implantable	5pl@tabl	implantable	ADJ	ADJ	m	s		5|p_l_@|t_a_b_l_#	im|p_l_an|t_a_b_l_e	0	0,01
implantais	5pl@tE	implanter	VER	VER			ind:imp:1s;	5|p_l_@|t_E	im|p_l_an|t_ais	0,07	0,01
impliquerons	5plik°R§	impliquer	VER	VER			ind:fut:1p;	5|p_l_i|k_°|R_§	im|p_l_i|qu_e|r_ons	0	0,01
impliqueront	5plik°R§	impliquer	VER	VER			ind:fut:3p;	5|p_l_i|k_°|R_§	im|p_l_i|qu_e|r_ont	0	0,01
impliquions	5plikj§	impliquer	VER	VER			ind:imp:1p;	5|p_l_i|k_j_§	im|p_l_i|qu_i_ons	0	0,01
imploration	5ploRasj§	imploration	NOM	NOM	f	s		5|p_l_o|R_a|s_j_§	im|p_l_o|r_a|t_i_on	0,88	0,01
implorerais	5plOR°RE	implorer	VER	VER			cnd:pre:2s;	5|p_l_O|R_°|R_E	im|p_l_o|r_e|r_ais	0	0,01
imploreront	5plOR°R§	implorer	VER	VER			ind:fut:3p;	5|p_l_O|R_°|R_§	im|p_l_o|r_e|r_ont	0	0,01
implorèrent	5plORER	implorer	VER	VER			ind:pas:3p;	5|p_l_O|R_E_R_#	im|p_l_o|r_è_r_ent	0,07	0,01
implosez	5ploze	imploser	VER	VER			ind:pre:2p;	5|p_l_o|z_e	im|p_l_o|s_ez	0	0,01
implosifs	5plozif	implosif	ADJ	ADJ	m	p		5|p_l_o|z_i_f_#	im|p_l_o|s_i_f_s	0,07	0,01
implosives	5ploziv	implosif	ADJ	ADJ	f	p		5|p_l_o|z_i_v_#	im|p_l_o|s_i_v_es	0	0,01
impolitesses	5politEs	impolitesse	NOM	NOM	f	p		5|p_o|l_i|t_E_s_#	im|p_o|l_i|t_e_ss_es	0,07	0,01
impondérable	5p§deRabl	impondérable	ADJ	ADJ,NOM		s		5|p_§|d_e|R_a_b_l_#	im|p_on|d_é|r_a_b_l_e	0,61	0,01
impondérables	5p§deRabl	impondérable	ADJ	ADJ,NOM	f	p		5|p_§|d_e|R_a_b_l_#	im|p_on|d_é|r_a_b_l_es	0,47	0,01
impopularité	5popylaRite	impopularité	NOM	NOM	f	s		5|p_o|p_y|l_a|R_i|t_e	im|p_o|p_u|l_a|r_i|t_é	0,27	0,01
importable	5pORtabl	importable	ADJ	ADJ		s		5|p_O_R|t_a_b_l_#	im|p_o_r|t_a_b_l_e	0	0,01
importeraient	5pORt°RE	importer	VER	VER			cnd:pre:3p;	5|p_O_R|t_°|R_E	im|p_o_r|t_e|r_aient	0	0,01
importunerait	5pORtyn°RE	importuner	VER	VER			cnd:pre:3s;	5|p_O_R|t_y|n_°|R_E	im|p_o_r|t_u|n_e|r_ait	0	0,01
importunes	5pORtyn	importun	NOM	ADJ,NOM,VER	f	p		5|p_O_R|t_y_n_#	im|p_o_r|t_u_n_es	0	0,01
imposeraient	5poz°RE	imposer	VER	VER			cnd:pre:3p;	5|p_o|z_°|R_E	im|p_o|s_e|r_aient	0,2	0,01
imposte	5pOst	imposte	NOM	NOM	f	s		5|p_O_s_t_#	im|p_o_s_t_e	0,68	0,01
imposât	5poza	imposer	VER	VER			sub:imp:3s;	5|p_o|z_a	im|p_o|s_ât	0,54	0,01
imposée	5poze	imposé	NOM	VER,ADJ,NOM	f	s		5|p_o|z_e_#	im|p_o|s_é_e	0,14	0,01
impotence	5pot@s	impotence	NOM	NOM	f	s		5|p_o|t_@_s_#	im|p_o|t_en_c_e	0,07	0,01
impotente	5pot@t	impotent	NOM	ADJ,NOM	f	s		5|p_o|t_@_t_#	im|p_o|t_en_t_e	0,14	0,01
impraticabilité	5pRatikabilite	impraticabilité	NOM	NOM	f	s		5|p_R_a|t_i|k_a|b_i|l_i|t_e	im|p_r_a|t_i|c_a|b_i|l_i|t_é	0	0,01
impresarios	5pResaRjo	impresario	NOM	NOM	m	p		5|p_R_e|s_a|R_j_o_#	im|p_r_e|s_a|r_i_o_s	0,2	0,01
imprescriptible	5pREskRiptibl	imprescriptible	ADJ	ADJ		s		5|p_R_E_s|k_R_i_p|t_i_b_l_#	im|p_r_e_s|c_r_i_p|t_i_b_l_e	0,27	0,01
imprescriptibles	5pREskRiptibl	imprescriptible	ADJ	ADJ	m	p		5|p_R_E_s|k_R_i_p|t_i_b_l_#	im|p_r_e_s|c_r_i_p|t_i_b_l_es	0,14	0,01
impressionna	5pREsjona	impressionner	VER	VER			ind:pas:3s;	5|p_R_E|s_j_o|n_a	im|p_r_e|ss_i_o|nn_a	1,49	0,01
imprimable	5pRimabl	imprimable	ADJ	ADJ		s		5|p_R_i|m_a_b_l_#	im|p_r_i|m_a_b_l_e	0	0,01
imprimerait	5pRim°RE	imprimer	VER	VER			cnd:pre:3s;	5|p_R_i|m_°|R_E	im|p_r_i|m_e|r_ait	0,07	0,01
imprimeras	5pRim°Ra	imprimer	VER	VER			ind:fut:2s;	5|p_R_i|m_°|R_a	im|p_r_i|m_e|r_as	0	0,01
imprimèrent	5pRimER	imprimer	VER	VER			ind:pas:3p;	5|p_R_i|m_E_R_#	im|p_r_i|m_è_r_ent	0,2	0,01
impromptu	5pR§pty	impromptu	NOM	ADJ,ADV,NOM	m	s		5|p_R_§_p|t_y	im|p_r_om_p|t_u	0,54	0,01
improvisade	5pROvizad	improvisade	NOM	NOM	f	s		5|p_R_O|v_i|z_a_d_#	im|p_r_o|v_i|s_a_d_e	0	0,01
improvisateur	5pRovizat9R	improvisateur	NOM	NOM	m	s		5|p_R_o|v_i|z_a|t_9_R	im|p_r_o|v_i|s_a|t_eu_r	0,2	0,01
improviserons	5pRoviz°R§	improviser	VER	VER			ind:fut:1p;	5|p_R_o|v_i|z_°|R_§	im|p_r_o|v_i|s_e|r_ons	0	0,01
imprécations	5pRekasj§	imprécation	NOM	NOM	f	p		5|p_R_e|k_a|s_j_§_#	im|p_r_é|c_a|t_i_on_s	3,04	0,01
imprécises	5pResiz	imprécis	ADJ	ADJ	f	p		5|p_R_e|s_i_z_#	im|p_r_é|c_i_s_es	1,62	0,01
imprégnation	5pReNasj§	imprégnation	NOM	NOM	f	s		5|p_R_e|N_a|s_j_§	im|p_r_é|gn_a|t_i_on	0,54	0,01
imprégnèrent	5pReNER	imprégner	VER	VER			ind:pas:3p;	5|p_R_e|N_E_R_#	im|p_r_é|gn_è_r_ent	0,07	0,01
imprégnée	5pReNe	imprégné	ADJ	VER,ADJ	f	s		5|p_R_e|N_e_#	im|p_r_é|gn_é_e	0,2	0,01
impubliable	5pyblijabl	impubliable	ADJ	ADJ		s		5|p_y|b_l_ij|a_b_l_#	im|p_u|b_l_i|a_b_l_e	0,27	0,01
impudiquement	5pydik°m@	impudiquement	ADV	ADV				5|p_y|d_i|k_°|m_@	im|p_u|d_i|qu_e|m_ent	0,2	0,01
impulsions	5pylsj§	impulser	VER	VER,NOM			ind:imp:1p;	5|p_y_l|s_j_§	im|p_u_l|s_i_ons	0	0,01
imputables	5pytabl	imputable	ADJ	ADJ	m	p		5|p_y|t_a_b_l_#	im|p_u|t_a_b_l_es	0,2	0,01
imputasse	5pytas	imputer	VER	VER			sub:imp:1s;	5|p_y|t_a_s_#	im|p_u|t_a_ss_e	0	0,01
imputations	5pytasj§	imputation	NOM	NOM	f	p		5|p_y|t_a|s_j_§_#	im|p_u|t_a|t_i_on_s	0,34	0,01
imputerai	5pyt°RE	imputer	VER	VER			ind:fut:1s;	5|p_y|t_°|R_E	im|p_u|t_e|r_ai	0,07	0,01
imputeront	5pyt°R§	imputer	VER	VER			ind:fut:3p;	5|p_y|t_°|R_§	im|p_u|t_e|r_ont	0	0,01
imputées	5pyte	imputer	VER	VER	f	p	par:pas;	5|p_y|t_e_#	im|p_u|t_é_es	0,07	0,01
impénitente	5penit@t	impénitent	ADJ	ADJ	f	s		5|p_e|n_i|t_@_t_#	im|p_é|n_i|t_en_t_e	0	0,01
impératifs	5peRatif	impératif	ADJ	ADJ,NOM	m	p		5|p_e|R_a|t_i_f_#	im|p_é|r_a|t_i_f_s	0,41	0,01
impérialisation	5peRjalizasj§	impérialisation	NOM	NOM	f	s		5|p_e|R_j_a|l_i|z_a|s_j_§	im|p_é|r_i_a|l_i|s_a|t_i_on	0	0,01
impétrant	5petR@	impétrant	NOM	NOM	m	s		5|p_e|t_R_@	im|p_é|t_r_ant	0,2	0,01
impétrants	5petR@	impétrant	NOM	NOM	m	p		5|p_e|t_R_@_#	im|p_é|t_r_an_ts	0	0,01
impétueusement	5pet82z°m@	impétueusement	ADV	ADV				5|p_e|t_8_2|z_°|m_@	im|p_é|t_u_eu|s_e|m_ent	0,41	0,01
inaccessibilité	inaksEsibilite	inaccessibilité	NOM	NOM	f	s		i|n_a_k|s_E|s_i|b_i|l_i|t_e	i|n_a_c|c_e|ss_i|b_i|l_i|t_é	0,27	0,01
inaccomplis	inak§pli	inaccompli	ADJ	ADJ	m	p		i|n_a|k_§|p_l_i_#	i|n_a|cc_om|p_l_i_s	0,14	0,01
inachèvement	inaSEv°m@	inachèvement	NOM	NOM	m	s		i|n_a|S_E|v_°|m_@	i|n_a|ch_è|v_e|m_ent	0,54	0,01
inactifs	inaktif	inactif	NOM	ADJ,NOM	m	p		i|n_a_k|t_i_f_#	i|n_a_c|t_i_f_s	0	0,01
inactivation	inaktivasj§	inactivation	NOM	NOM	f	s		i|n_a_k|t_i|v_a|s_j_§	i|n_a_c|t_i|v_a|t_i_on	0	0,01
inactivé	inaktive	inactivé	ADJ	ADJ	m	s		i|n_a_k|t_i|v_e	i|n_a_c|t_i|v_é	0	0,01
inadaptée	inadapte	inadapté	NOM	ADJ,NOM	f	s		i|n_a|d_a_p|t_e_#	i|n_a|d_a_p|t_é_e	0	0,01
inadaptées	inadapte	inadapté	ADJ	ADJ	f	p		i|n_a|d_a_p|t_e_#	i|n_a|d_a_p|t_é_es	0	0,01
inadéquatement	inadekwat°m@	inadéquatement	ADV	ADV				i|n_a|d_e|kw_a|t_°|m_@	i|n_a|d_é|qu_a|t_e|m_ent	0	0,01
inadéquation	inadekwasj§	inadéquation	NOM	NOM	f	s		i|n_a|d_e|kw_a|s_j_§	i|n_a|d_é|qu_a|t_i_on	0,07	0,01
inaltéré	inalteRe	inaltéré	ADJ	ADJ	m	s		i|n_a_l|t_e|R_e	i|n_a_l|t_é|r_é	0,14	0,01
inamovibles	inamovibl	inamovible	ADJ	ADJ		p		i|n_a|m_o|v_i_b_l_#	i|n_a|m_o|v_i_b_l_es	0,54	0,01
inapaisés	inapEze	inapaisé	ADJ	ADJ	m	p		i|n_a|p_E|z_e_#	i|n_a|p_ai|s_é_s	0	0,01
inapplicables	inaplikabl	inapplicable	ADJ	ADJ	m	p		i|n_a|p_l_i|k_a_b_l_#	i|n_a|pp_l_i|c_a_b_l_es	0,07	0,01
inappréciée	inapResje	inapprécié	ADJ	ADJ	f	s		i|n_a|p_R_e|s_j_e_#	i|n_a|pp_r_é|c_i_é_e	0	0,01
inaptitudes	inaptityd	inaptitude	NOM	NOM	f	p		i|n_a_p|t_i|t_y_d_#	i|n_a_p|t_i|t_u_d_es	0	0,01
inattentive	inat@tiv	inattentif	ADJ	ADJ	f	s		i|n_a|t_@|t_i_v_#	i|n_a|tt_en|t_i_v_e	0,27	0,01
inaugurant	inogyR@	inaugurer	VER	VER			par:pre;	i|n_o|g_y|R_@	i|n_au|g_u|r_ant	0,41	0,01
inaugurons	inogyR§	inaugurer	VER	VER			imp:pre:1p;ind:pre:1p;	i|n_o|g_y|R_§	i|n_au|g_u|r_ons	0,14	0,01
inaugurés	inogyRe	inaugurer	VER	VER	m	p	par:pas;	i|n_o|g_y|R_e_#	i|n_au|g_u|r_é_s	0,14	0,01
inavouée	inavwe	inavoué	ADJ	ADJ	f	s		i|n_a|v_w_e_#	i|n_a|v_ou_é_e	0,81	0,01
incandescentes	5k@des@t	incandescent	ADJ	ADJ	f	p		5|k_@|d_e|s_@_t_#	in|c_an|d_e|sc_en_t_es	1,15	0,01
incantatoire	5k@tatwaR	incantatoire	ADJ	ADJ		s		5|k_@|t_a|t_wa_R_#	in|c_an|t_a|t_oi_r_e	0,74	0,01
incapacitante	5kapasit@t	incapacitant	ADJ	ADJ	f	s		5|k_a|p_a|s_i|t_@_t_#	in|c_a|p_a|c_i|t_an_t_e	0	0,01
incapacitants	5kapasit@	incapacitant	ADJ	ADJ	m	p		5|k_a|p_a|s_i|t_@_#	in|c_a|p_a|c_i|t_an_ts	0	0,01
incarcérez	5kaRseRe	incarcérer	VER	VER			imp:pre:2p;	5|k_a_R|s_e|R_e	in|c_a_r|c_é|r_ez	0	0,01
incarcérées	5kaRseRe	incarcérer	VER	VER,ADJ	f	p	par:pas;	5|k_a_R|s_e|R_e_#	in|c_a_r|c_é|r_é_es	0,07	0,01
incarnerais	5kaRn°RE	incarner	VER	VER			cnd:pre:1s;	5|k_a_R|n_°|R_E	in|c_a_r|n_e|r_ais	0	0,01
incarnerait	5kaRn°RE	incarner	VER	VER			cnd:pre:3s;	5|k_a_R|n_°|R_E	in|c_a_r|n_e|r_ait	0,07	0,01
incarnerez	5kaRn°Re	incarner	VER	VER			ind:fut:2p;	5|k_a_R|n_°|R_e	in|c_a_r|n_e|r_ez	0	0,01
incarniez	5kaRnje	incarner	VER	VER			ind:imp:2p;	5|k_a_R|n_j_e	in|c_a_r|n_i_ez	0	0,01
incarnât	5kaRna	incarner	VER	VER			sub:imp:3s;	5|k_a_R|n_a	in|c_a_r|n_ât	0,07	0,01
incarnées	5kaRne	incarné	ADJ	VER,ADJ	f	p		5|k_a_R|n_e_#	in|c_a_r|n_é_es	0,14	0,01
incendia	5s@dja	incendier	VER	VER			ind:pas:3s;	5|s_@|d_j_a	in|c_en|d_i_a	0,34	0,01
incendiant	5s@dj@	incendier	VER	VER			par:pre;	5|s_@|d_j_@	in|c_en|d_i_ant	0,41	0,01
incendieras	5s@diRa	incendier	VER	VER			ind:fut:2s;	5|s_@|d_i_#|R_a	in|c_en|d_i_e|r_as	0	0,01
incestueuse	5sEst82z	incestueux	NOM	ADJ,NOM	f	s		5|s_E_s|t_8_2_z_#	in|c_e_s|t_u_eu_s_e	0,07	0,01
inchavirable	5SaviRabl	inchavirable	ADJ	ADJ		s		5|S_a|v_i|R_a_b_l_#	in|ch_a|v_i|r_a_b_l_e	0	0,01
incinérant	5sineR@	incinérer	VER	VER			par:pre;	5|s_i|n_e|R_@	in|c_i|n_é|r_ant	0	0,01
incirconcis	5siRk§si	incirconcis	ADJ	ADJ	m			5|s_i_R|k_§|s_i_#	in|c_i_r|c_on|c_i_s	0,27	0,01
incisés	5size	inciser	VER	VER	m	p	par:pas;	5|s_i|z_e_#	in|c_i|s_é_s	0,07	0,01
incitaient	5sitE	inciter	VER	VER			ind:imp:3p;	5|s_i|t_E	in|c_i|t_aient	0,88	0,01
incitant	5sit@	incitant	ADJ	ADJ,VER	m	s		5|s_i|t_@	in|c_i|t_ant	0	0,01
incitatif	5sitatif	incitatif	ADJ	ADJ	m	s		5|s_i|t_a|t_i_f	in|c_i|t_a|t_i_f	0,07	0,01
inciteraient	5sit°RE	inciter	VER	VER			cnd:pre:3p;	5|s_i|t_°|R_E	in|c_i|t_e|r_aient	0,07	0,01
inciteront	5sit°R§	inciter	VER	VER			ind:fut:3p;	5|s_i|t_°|R_§	in|c_i|t_e|r_ont	0	0,01
incitèrent	5sitER	inciter	VER	VER			ind:pas:3p;	5|s_i|t_E_R_#	in|c_i|t_è_r_ent	0,14	0,01
inclinerez	5klin°Re	incliner	VER	VER			ind:fut:2p;	5|k_l_i|n_°|R_e	in|c_l_i|n_e|r_ez	0	0,01
inclinomètre	5klinomEtR	inclinomètre	NOM	NOM	m	s		5|k_l_i|n_o|m_E_t_R_#	in|c_l_i|n_o|m_è_t_r_e	0	0,01
inclinèrent	5klinER	incliner	VER	VER			ind:pas:3p;	5|k_l_i|n_E_R_#	in|c_l_i|n_è_r_ent	0,61	0,01
inclinées	5kline	incliné	ADJ	VER,ADJ	f	p		5|k_l_i|n_e_#	in|c_l_i|n_é_es	0,27	0,01
inclinés	5kline	incliné	ADJ	VER,ADJ	m	p		5|k_l_i|n_e_#	in|c_l_i|n_é_s	1,08	0,01
inclusive	5klyziv	inclusif	ADJ	ADJ	f	s		5|k_l_y|z_i_v_#	in|c_l_u|s_i_v_e	0,07	0,01
inclusivement	5klyziv°m@	inclusivement	ADV	ADV				5|k_l_y|z_i|v_°|m_@	in|c_l_u|s_i|v_e|m_ent	0,27	0,01
incoercibles	5koERsibl	incoercible	ADJ	ADJ		p		5|k_o|E_R|s_i_b_l_#	in|c_o|e_r|c_i_b_l_es	0,27	0,01
incoiffables	5kwafabl	incoiffable	ADJ	ADJ	m	p		5|k_wa|f_a_b_l_#	in|c_oi|ff_a_b_l_es	0,14	0,01
incombaient	5k§bE	incomber	VER	VER			ind:imp:3p;	5|k_§|b_E	in|c_om|b_aient	0,61	0,01
incomberait	5k§b°RE	incomber	VER	VER			cnd:pre:3s;	5|k_§|b_°|R_E	in|c_om|b_e|r_ait	0,2	0,01
incombustible	5k§bystibl	incombustible	ADJ	ADJ	f	s		5|k_§|b_y_s|t_i_b_l_#	in|c_om|b_u_s|t_i_b_l_e	0	0,01
incombustibles	5k§bystibl	incombustible	ADJ	ADJ		p		5|k_§|b_y_s|t_i_b_l_#	in|c_om|b_u_s|t_i_b_l_es	0	0,01
