ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
locus	lokys	locus	NOM	NOM	m			l_o|k_y_s	l_o|c_u_s	0,2	0,15
logiciels	loZisjEl	logiciel	ADJ	ADJ,NOM	m	p		l_o|Z_i|s_j_E_l_#	l_o|g_i|c_i_e_l_s	0	0,15
longitudinales	l§Zitydinal	longitudinal	ADJ	ADJ	f	p		l_§|Z_i|t_y|d_i|n_a_l_#	l_on|g_i|t_u|d_i|n_a_l_es	0,41	0,15
lopettes	lopEt	lopette	NOM	NOM	f	p		l_o|p_E_t_#	l_o|p_e_tt_es	0,07	0,15
lords	lORdz	lord	NOM	NOM	m	p		l_O_R_d_z	l_o_r_d_s	0,88	0,15
lotions	losj§	lotion	NOM	NOM	f	p		l_o|s_j_§_#	l_o|t_i_on_s	0,2	0,15
louchent	luS	loucher	VER	VER			ind:pre:3p;	l_u_S_#	l_ou_ch_ent	0,14	0,15
louperai	lup°RE	louper	VER	VER			ind:fut:1s;	l_u|p_°|R_E	l_ou|p_e|r_ai	0,07	0,15
lupin	lyp5	lupin	NOM	NOM	m	s		l_y|p_5	l_u|p_in	0,2	0,15
lécithine	lesitin	lécithine	NOM	NOM	f	s		l_e|s_i|t_i_n_#	l_é|c_i|th_i_n_e	0	0,15
légats	lega	légat	NOM	NOM	m	p		l_e|g_a_#	l_é|g_a_ts	0,27	0,15
lépreuse	lepR2z	lépreux	ADJ	ADJ,NOM	f	s		l_e|p_R_2_z_#	l_é|p_r_eu_s_e	0,41	0,15
lésés	leze	léser	VER	VER	m	p	par:pas;	l_e|z_e_#	l_é|s_é_s	0,27	0,15
macédonienne	masedonjEn	macédonien	ADJ	ADJ,NOM	f	s		m_a|s_e|d_o|n_j_E_n_#	m_a|c_é|d_o|n_i_e_nn_e	0	0,15
magnifier	maNifje	magnifier	VER	VER			inf;	m_a|N_i|f_j_e	m_a|gn_i|f_i_er	0,54	0,15
malveillants	malvEj@	malveillant	ADJ	ADJ,NOM	m	p		m_a_l|v_E|j_@_#	m_a_l|v_ei|ll_an_ts	0,61	0,15
mammographie	mamogRafi	mammographie	NOM	NOM	f	s		m_a|m_o|g_R_a|f_i_#	m_a|mm_o|g_r_a|ph_i_e	0	0,15
mandrin	m@dR5	mandrin	NOM	NOM	m	s		m_@|d_R_5	m_an|d_r_in	0,27	0,15
manquements	m@k°m@	manquement	NOM	NOM	m	p		m_@|k_°|m_@_#	m_an|qu_e|m_en_ts	0,47	0,15
mantes	m@t	mante	NOM	NOM	f	p		m_@_t_#	m_an_t_es	1,22	0,15
maori	maoRi	maori	ADJ	ADJ,NOM	m	s		m_a|o|R_i	m_a|o|r_i	0	0,15
maquer	make	maquer	VER	VER			inf;	m_a|k_e	m_a|qu_er	0,68	0,15
marchandait	maRS@dE	marchander	VER	VER			ind:imp:3s;	m_a_R|S_@|d_E	m_a_r|ch_an|d_ait	0,34	0,15
marginale	maRZinal	marginal	ADJ	ADJ	f	s		m_a_R|Z_i|n_a_l_#	m_a_r|g_i|n_a_l_e	0,54	0,15
marmonnait	maRmonE	marmonner	VER	VER			ind:imp:3s;	m_a_R|m_o|n_E	m_a_r|m_o|nn_ait	2,43	0,15
marronniers	maRonje	marronnier	NOM	NOM	m	p		m_a|R_o|n_j_e_#	m_a|rr_o|nn_i_er_s	6,82	0,15
marrée	maRe	marrer	VER	VER	f	s	par:pas;	m_a|R_e_#	m_a|rr_é_e	0,07	0,15
martyrisés	maRtiRize	martyriser	VER	VER	m	p	par:pas;	m_a_R|t_i|R_i|z_e_#	m_a_r|t_y|r_i|s_é_s	0,34	0,15
masos	mazo	maso	ADJ	ADJ,NOM		p		m_a|z_o_#	m_a|s_o_s	0	0,15
masquée	maske	masquer	VER	VER,ADJ	f	s	par:pas;	m_a_s|k_e_#	m_a_s|qu_é_e	1,42	0,15
matraquez	matRake	matraquer	VER	VER			imp:pre:2p;ind:pre:2p;	m_a|t_R_a|k_e	m_a|t_r_a|qu_ez	0,07	0,15
matérialisation	mateRjalizasj§	matérialisation	NOM	NOM	f	s		m_a|t_e|R_j_a|l_i|z_a|s_j_§	m_a|t_é|r_i_a|l_i|s_a|t_i_on	0,54	0,15
menaceront	m°nas°R§	menacer	VER	VER			ind:fut:3p;	m_°|n_a|s_°|R_§	m_e|n_a|c_e|r_ont	0,14	0,15
menacées	m°nase	menacé	ADJ	VER,ADJ	f	p		m_°|n_a|s_e_#	m_e|n_a|c_é_es	0,47	0,15
mensualité	m@s8alite	mensualité	NOM	NOM	f	s		m_@|s_8_a|l_i|t_e	m_en|s_u_a|l_i|t_é	0,81	0,15
milité	milite	militer	VER	VER	m	s	par:pas;	m_i|l_i|t_e	m_i|l_i|t_é	0,95	0,15
miniaturisation	minjatyRizasj§	miniaturisation	NOM	NOM	f	s		m_i|n_j_a|t_y|R_i|z_a|s_j_§	m_i|n_i_a|t_u|r_i|s_a|t_i_on	0,14	0,15
mirador	miRadOR	mirador	NOM	NOM	m	s		m_i|R_a|d_O_R	m_i|r_a|d_o_r	3,04	0,15
mixeurs	miks9R	mixeur	NOM	NOM	m	p		m_i|ks_9_R_#	m_i|x_eu_r_s	0	0,15
modérée	modeRe	modéré	ADJ	VER,ADJ,NOM	f	s		m_o|d_e|R_e_#	m_o|d_é|r_é_e	0,74	0,15
mongolienne	m§goljEn	mongolien	ADJ	ADJ,NOM	f	s		m_§|g_o|l_j_E_n_#	m_on|g_o|l_i_e_nn_e	0,07	0,15
monopolisent	monopoliz	monopoliser	VER	VER			ind:pre:3p;	m_o|n_o|p_o|l_i_z_#	m_o|n_o|p_o|l_i_s_ent	0	0,15
moralisme	moRalizm	moralisme	NOM	NOM	m	s		m_o|R_a|l_i_z_m_#	m_o|r_a|l_i_s_m_e	0,27	0,15
mordes	mORd	mordre	VER	VER			sub:pre:2s;	m_O_R_d_#	m_o_r_d_es	0,07	0,15
morne	mORn	morne	NOM	ADJ,NOM		s		m_O_R_n_#	m_o_r_n_e	0,74	0,15
mouchait	muSE	moucher	VER	VER			ind:imp:3s;	m_u|S_E	m_ou|ch_ait	0,41	0,15
mouler	mule	mouler	VER	VER			inf;	m_u|l_e	m_ou|l_er	0,47	0,15
muleta	myl°ta	muleta	NOM	NOM	f	s		m_y|l_°|t_a	m_u|l_e|t_a	0,27	0,15
muqueux	myk2	muqueux	ADJ	ADJ	m	s		m_y|k_2_#	m_u|qu_eu_x	0,07	0,15
muselé	myz°le	museler	VER	VER	m	s	par:pas;	m_y|z_°|l_e	m_u|s_e|l_é	0,07	0,15
mutilé	mytile	mutilé	NOM	VER,ADJ,NOM	m	s		m_y|t_i|l_e	m_u|t_i|l_é	1,28	0,15
mâches	maS	mâcher	VER	VER			ind:pre:2s;	m_a_S_#	m_â_ch_es	0	0,15
mécontente	mek§t@t	mécontent	NOM	ADJ,NOM,VER	f	s		m_e|k_§|t_@_t_#	m_é|c_on|t_en_t_e	0,2	0,15
médusé	medyze	méduser	VER	VER,ADJ	m	s	par:pas;	m_e|d_y|z_e	m_é|d_u|s_é	0,47	0,15
méfiera	mefiRa	méfier	VER	VER			ind:fut:3s;	m_e|f_i_#|R_a	m_é|f_i_e|r_a	0,07	0,15
méthodiste	metodist	méthodiste	ADJ	ADJ,NOM		s		m_e|t_o|d_i_s_t_#	m_é|th_o|d_i_s_t_e	0,14	0,15
métronome	metRonOm	métronome	NOM	NOM	m	s		m_e|t_R_o|n_O_m_#	m_é|t_r_o|n_o_m_e	1,28	0,15
mêlerais	mEl°RE	mêler	VER	VER			cnd:pre:1s;cnd:pre:2s;	m_E|l_°|R_E	m_ê|l_e|r_ais	0,07	0,15
mûrissent	myRis	mûrir	VER	VER			ind:pre:3p;	m_y|R_i_s_#	m_û|r_i_ss_ent	0,61	0,15
nagera	naZ°Ra	nager	VER	VER			ind:fut:3s;	n_a|Z_°|R_a	n_a|g_e|r_a	0,07	0,15
nanti	n@ti	nanti	ADJ	ADJ,NOM,VER	m	s		n_@|t_i	n_an|t_i	0,2	0,15
navaja	navaZa	navaja	NOM	NOM	f	s		n_a|v_a|Z_a	n_a|v_a|j_a	0,27	0,15
neutrino	n2tRino	neutrino	NOM	NOM	m	s		n_2|t_R_i|n_o	n_eu|t_r_i|n_o	0	0,15
niais	njE	nier	VER	ADJ,NOM,VER			ind:imp:1s;ind:imp:2s;	n_j_E_#	n_i_ai_s	0,14	0,15
noceur	nos9R	noceur	NOM	NOM	m	s		n_o|s_9_R	n_o|c_eu_r	0,47	0,15
noircie	nwaRsi	noircir	VER	ADJ,VER	f	s	par:pas;	n_wa_R|s_i_#	n_oi_r|c_i_e	1,01	0,15
nommèrent	nomER	nommer	VER	VER			ind:pas:3p;	n_o|m_E_R_#	n_o|mm_è_r_ent	0,14	0,15
nourricier	nuRisje	nourricier	ADJ	ADJ,NOM	m	s		n_u|R_i|s_j_e	n_ou|rr_i|c_i_er	1,01	0,15
numérotées	nymeRote	numéroté	ADJ	VER,ADJ	f	p		n_y|m_e|R_o|t_e_#	n_u|m_é|r_o|t_é_es	0,68	0,15
nécessité	nesesite	nécessiter	VER	VER,NOM	m	s	par:pas;	n_e|s_e|s_i|t_e	n_é|c_e|ss_i|t_é	0,81	0,15
négresses	negREs	nègre	NOM	ADJ,NOM	f	p		n_e|g_R_E_s_#	n_é|g_r_e_ss_es	1,28	0,15
néocortex	neokORtEks	néocortex	NOM	NOM	m			n_e|o|k_O_R|t_E_ks	n_é|o|c_o_r|t_e_x	0	0,15
obligeras	obliZ°Ra	obliger	VER	VER			ind:fut:2s;	o|b_l_i|Z_°|R_a	o|b_l_i|g_e|r_as	0,14	0,15
obscurcie	OpskyRsi	obscurcir	VER	VER	f	s	par:pas;	O_p|s_k_y_R|s_i_#	o_b|s_c_u_r|c_i_e	0,74	0,15
observiez	opsERvje	observer	VER	VER			ind:imp:2p;sub:pre:2p;	o_p|s_E_R|v_j_e	o_b|s_e_r|v_i_ez	0	0,15
observée	opsERve	observé	ADJ	VER,ADJ	f	s		o_p|s_E_R|v_e_#	o_b|s_e_r|v_é_e	0,34	0,15
occupant	okyp@	occupant	ADJ	ADJ,NOM,VER	m	s		o|k_y|p_@	o|cc_u|p_ant	0,41	0,15
officieuses	ofisj2z	officieux	ADJ	ADJ	f	p		o|f_i|s_j_2_z_#	o|ff_i|c_i_eu_s_es	0,27	0,15
oisillons	wazij§	oisillon	NOM	NOM	m	p		wa|z_i|j_§_#	oi|s_i|ll_on_s	0,54	0,15
opposerait	opoz°RE	opposer	VER	VER			cnd:pre:3s;	o|p_o|z_°|R_E	o|pp_o|s_e|r_ait	0,34	0,15
optimum	OptimOm	optimum	NOM	NOM	m	s		O_p|t_i|m_O_m	o_p|t_i|m_u_m	0,07	0,15
orientez	oRj@te	orienter	VER	VER			imp:pre:2p;ind:pre:2p;	o|R_j_@|t_e	o|r_i_en|t_ez	0,07	0,15
orthodoxe	ORtodOks	orthodoxe	NOM	ADJ,NOM		s		O_R|t_o|d_O_ks_#	o_r|th_o|d_o_x_e	0,34	0,15
orthodoxie	ORtodOksi	orthodoxie	NOM	NOM	f	s		O_R|t_o|d_O|ks_i_#	o_r|th_o|d_o|x_i_e	1,42	0,15
outrageant	utRaZ@	outrageant	ADJ	ADJ,VER	m	s		u|t_R_a|Z_@	ou|t_r_a|ge_ant	0,27	0,15
ouvririons	uvRiRj§	ouvrir	VER	VER			cnd:pre:1p;	u|v_R_i|R_j_§	ou|v_r_i|r_i_ons	0	0,15
oxygénation	OksiZenasj§	oxygénation	NOM	NOM	f	s		O|ks_i|Z_e|n_a|s_j_§	o|x_y|g_é|n_a|t_i_on	0,07	0,15
pacemakers	pEs°mEk9R	pacemaker	NOM	NOM	m	p		p_E|s_°|m_E|k_9_R_#	p_a|c_e|m_a|k_e_r_s	0	0,15
palets	palE	palet	NOM	NOM	m	p		p_a|l_E_#	p_a|l_e_ts	0,07	0,15
palots	palo	palot	NOM	NOM	m	p		p_a|l_o_#	p_a|l_o_ts	0,07	0,15
palpitantes	palpit@t	palpitant	ADJ	ADJ	f	p		p_a_l|p_i|t_@_t_#	p_a_l|p_i|t_an_t_es	0,61	0,15
panama	panama	panama	NOM	NOM	m	s		p_a|n_a|m_a	p_a|n_a|m_a	1,22	0,15
panoramiques	panoRamik	panoramique	NOM	ADJ,NOM	m	p		p_a|n_o|R_a|m_i_k_#	p_a|n_o|r_a|m_i_qu_es	0	0,15
papillonnais	papijonE	papillonner	VER	VER			ind:imp:1s;	p_a|p_i|j_o|n_E	p_a|p_i|ll_o|nn_ais	0	0,15
paralysera	paRaliz°Ra	paralyser	VER	VER			ind:fut:3s;	p_a|R_a|l_i|z_°|R_a	p_a|r_a|l_y|s_e|r_a	0,07	0,15
parcourut	paRkuRy	parcourir	VER	VER			ind:pas:3s;	p_a_R|k_u|R_y	p_a_r|c_ou|r_ut	6,49	0,15
pariaient	paRjE	parier	VER	VER			ind:imp:3p;	p_a|R_j_E	p_a|r_i_aient	0,2	0,15
parlemente	paRl°m@t	parlementer	VER	VER			ind:pre:1s;ind:pre:3s;	p_a_R|l_°|m_@_t_#	p_a_r|l_e|m_en_t_e	0,27	0,15
partageraient	paRtaZ°RE	partager	VER	VER			cnd:pre:3p;	p_a_R|t_a|Z_°|R_E	p_a_r|t_a|g_e|r_aient	0,41	0,15
parthénogénétique	paRtenoZenetik	parthénogénétique	ADJ	ADJ	m	s		p_a_R|t_e|n_o|Z_e|n_e|t_i_k_#	p_a_r|th_é|n_o|g_é|n_é|t_i_qu_e	0	0,15
patinais	patinE	patiner	VER	VER			ind:imp:1s;	p_a|t_i|n_E	p_a|t_i|n_ais	0	0,15
patri	patRi	patri	ADV	ADV				p_a|t_R_i	p_a|t_r_i	0,07	0,15
patriarcat	patRijaRka	patriarcat	NOM	NOM	m	s		p_a|t_R_ij|a_R|k_a_#	p_a|t_r_i|a_r|c_a_t	0,27	0,15
patrimoines	patRimwan	patrimoine	NOM	NOM	m	p		p_a|t_R_i|m_wa_n_#	p_a|t_r_i|m_oi_n_es	0,07	0,15
peinant	pEn@	peiner	VER	VER			par:pre;	p_E|n_@	p_ei|n_ant	0,68	0,15
pep	pEp	pep	NOM	NOM	m	s		p_E_p	p_e_p	0,14	0,15
percevait	pERs°vE	percevoir	VER	VER			ind:imp:3s;	p_E_R|s_°|v_E	p_e_r|c_e|v_ait	6,62	0,15
perfuse	pERfyz	perfuser	VER	VER			ind:pre:3s;	p_E_R|f_y_z_#	p_e_r|f_u_s_e	0	0,15
peroxydé	pEROkside	peroxyder	VER	VER	m	s	par:pas;	p_E|R_O|ks_i|d_e	p_e|r_o|x_y|d_é	0,07	0,15
perpétuelles	pERpet8El	perpétuel	ADJ	ADJ	f	p		p_E_R|p_e|t_8_E_l_#	p_e_r|p_é|t_u_e_ll_es	1,62	0,15
perpétuels	pERpet8El	perpétuel	ADJ	ADJ	m	p		p_E_R|p_e|t_8_E_l_#	p_e_r|p_é|t_u_e_l_s	1,15	0,15
perspicaces	pERspikas	perspicace	ADJ	ADJ	m	p		p_E_R|s_p_i|k_a_s_#	p_e_r|s_p_i|c_a_c_es	0,81	0,15
pestiféré	pEstifeRe	pestiféré	NOM	ADJ,NOM	m	s		p_E_s|t_i|f_e|R_e	p_e_s|t_i|f_é|r_é	0,2	0,15
peuplades	p2plad	peuplade	NOM	NOM	f	p		p_2|p_l_a_d_#	p_eu|p_l_a_d_es	0,74	0,15
photonique	fotonik	photonique	ADJ	ADJ	f	s		f_o|t_o|n_i_k_#	ph_o|t_o|n_i_qu_e	0	0,15
physicienne	fizisjEn	physicien	NOM	NOM	f	s		f_i|z_i|s_j_E_n_#	ph_y|s_i|c_i_e_nn_e	0,07	0,15
pignons	piN§	pignon	NOM	NOM	m	p		p_i|N_§_#	p_i|gn_on_s	1,76	0,15
piles	pil	piler	VER	NOM,VER			ind:pre:2s;sub:pre:2s;	p_i_l_#	p_i_l_es	0	0,15
pillard	pijaR	pillard	NOM	ADJ,NOM	m	s		p_i|j_a_R_#	p_i|ll_a_r_d	0,47	0,15
pingres	p5gR	pingre	NOM	ADJ,NOM		p		p_5_g_R_#	p_in_g_r_es	0,07	0,15
pinèdes	pinEd	pinède	NOM	NOM	f	p		p_i|n_E_d_#	p_i|n_è_d_es	1,01	0,15
pionces	pj§s	pioncer	VER	VER			ind:pre:2s;	p_j_§_s_#	p_i_on_c_es	0,14	0,15
pistez	piste	pister	VER	VER			imp:pre:2p;ind:pre:2p;	p_i_s|t_e	p_i_s|t_ez	0	0,15
pitres	pitR	pitre	NOM	NOM	m	p		p_i_t_R_#	p_i_t_r_es	0,27	0,15
piégeuse	pjeZ2z	piégeur	NOM	NOM	f	s		p_j_e|Z_2_z_#	p_i_é|g_eu_s_e	0	0,15
piéta	pjeta	piéta	NOM	NOM,VER	f	s		p_j_e|t_a	p_i_é|t_a	0,07	0,15
plaignant	plEN@	plaindre	VER	NOM,VER			par:pre;	p_l_E|N_@	p_l_ai|gn_ant	1,28	0,15
plaisanterais	plEz@t°RE	plaisanter	VER	VER			cnd:pre:1s;	p_l_E|z_@|t_°|R_E	p_l_ai|s_an|t_e|r_ais	0	0,15
plaqué	plake	plaqué	ADJ	VER,ADJ	m	s		p_l_a|k_e	p_l_a|qu_é	0,81	0,15
plisser	plise	plisser	VER	VER			inf;	p_l_i|s_e	p_l_i|ss_er	1,08	0,15
plongeant	pl§Z@	plongeant	ADJ	ADJ,VER	m	s		p_l_§|Z_@	p_l_on|ge_ant	0,68	0,15
plongeras	pl§Z°Ra	plonger	VER	VER			ind:fut:2s;	p_l_§|Z_°|R_a	p_l_on|g_e|r_as	0	0,15
poiriers	pwaRje	poirier	NOM	NOM	m	p		p_wa|R_j_e_#	p_oi|r_i_er_s	1,08	0,15
poisse	pwas	poisser	VER	NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	p_wa_s_#	p_oi_ss_e	0,47	0,15
policière	polisjER	policier	NOM	ADJ,NOM	f	s		p_o|l_i|s_j_E_R_#	p_o|l_i|c_i_è_r_e	0	0,15
polygame	poligam	polygame	ADJ	ADJ		s		p_o|l_i|g_a_m_#	p_o|l_y|g_a_m_e	0	0,15
pompait	p§pE	pomper	VER	VER			ind:imp:3s;	p_§|p_E	p_om|p_ait	0,61	0,15
pompéiens	p§pej5	pompéien	ADJ	ADJ	m	p		p_§|p_e|j_5_#	p_om|p_é|i_en_s	0,07	0,15
pondait	p§dE	pondre	VER	VER			ind:imp:3s;	p_§|d_E	p_on|d_ait	0,41	0,15
portugaise	pORtygEz	portugais	NOM	ADJ,NOM	f	s		p_O_R|t_y|g_E_z_#	p_o_r|t_u|g_ai_s_e	0,61	0,15
posologie	pozoloZi	posologie	NOM	NOM	f	s		p_o|z_o|l_o|Z_i_#	p_o|s_o|l_o|g_i_e	0,27	0,15
postent	pOst	poster	VER	VER			ind:pre:3p;	p_O_s_t_#	p_o_s_t_ent	0,07	0,15
postiches	pOstiS	postiche	NOM	ADJ,NOM	m	p		p_O_s|t_i_S_#	p_o_s|t_i_ch_es	0,41	0,15
pourparler	puRpaRle	pourparler	NOM	NOM	m	s		p_u_R|p_a_R|l_e	p_ou_r|p_a_r|l_er	0,07	0,15
pourvoient	puRvwa	pourvoir	VER	VER			ind:pre:3p;	p_u_R|v_wa_#	p_ou_r|v_oi_ent	0,07	0,15
practice	pRaktis	practice	NOM	NOM	m	s		p_R_a_k|t_i_s_#	p_r_a_c|t_i_c_e	0	0,15
pressentait	pRes@tE	pressentir	VER	VER			ind:imp:3s;	p_R_e|s_@|t_E	p_r_e|ss_en|t_ait	3,18	0,15
primer	pRime	primer	VER	VER			inf;	p_R_i|m_e	p_r_i|m_er	0,07	0,15
privilégiées	pRivileZje	privilégier	VER	VER,ADJ,NOM	f	p	par:pas;	p_R_i|v_i|l_e|Z_j_e_#	p_r_i|v_i|l_é|g_i_é_es	0,14	0,15
processeurs	pRosEs9R	processeur	NOM	NOM	m	p		p_R_o|s_E|s_9_R_#	p_r_o|c_e|ss_eu_r_s	0	0,15
profanez	pRofane	profaner	VER	VER			imp:pre:2p;ind:pre:2p;	p_R_o|f_a|n_e	p_r_o|f_a|n_ez	0,07	0,15
prohibés	pRoibe	prohibé	ADJ	VER,ADJ	m	p		p_R_o_#|i|b_e_#	p_r_o_h|i|b_é_s	0,07	0,15
prolapsus	pRolapsys	prolapsus	NOM	NOM	m			p_R_o|l_a_p|s_y_s	p_r_o|l_a_p|s_u_s	0	0,15
promenons	pRom°n§	promener	VER	VER			imp:pre:1p;ind:pre:1p;	p_R_o|m_°|n_§	p_r_o|m_e|n_ons	0,74	0,15
proportionnelles	pRopORsjonEl	proportionnel	ADJ	ADJ	f	p		p_R_o|p_O_R|s_j_o|n_E_l_#	p_r_o|p_o_r|t_i_o|nn_e_ll_es	0	0,15
prorata	pRoRata	prorata	NOM	NOM	m			p_R_o|R_a|t_a	p_r_o|r_a|t_a	0,2	0,15
prostrée	pROstRe	prostré	ADJ	ADJ	f	s		p_R_O_s|t_R_e_#	p_r_o_s|t_r_é_e	2,36	0,15
provocantes	pRovok@t	provocant	ADJ	ADJ	f	p		p_R_o|v_o|k_@_t_#	p_r_o|v_o|c_an_t_es	0,47	0,15
proéminentes	pRoemin@t	proéminent	ADJ	ADJ	f	p		p_R_o|e|m_i|n_@_t_#	p_r_o|é|m_i|n_en_t_es	0,2	0,15
préconiser	pRekonize	préconiser	VER	VER			inf;	p_R_e|k_o|n_i|z_e	p_r_é|c_o|n_i|s_er	0,2	0,15
précédentes	pResed@t	précédent	NOM	ADJ,NOM	f	p		p_R_e|s_e|d_@_t_#	p_r_é|c_é|d_en_t_es	1,35	0,15
prépareraient	pRepaR°RE	préparer	VER	VER			cnd:pre:3p;	p_R_e|p_a|R_°|R_E	p_r_é|p_a|r_e|r_aient	0,14	0,15
préposé	pRepoze	préposer	VER	VER,ADJ,NOM	m	s	par:pas;	p_R_e|p_o|z_e	p_r_é|p_o|s_é	0,74	0,15
présentèrent	pRez@tER	présenter	VER	VER			ind:pas:3p;	p_R_e|z_@|t_E_R_#	p_r_é|s_en|t_è_r_ent	1,28	0,15
prétoriens	pRetoRj5	prétorien	NOM	ADJ,NOM	m	p		p_R_e|t_o|R_j_5_#	p_r_é|t_o|r_i_en_s	0,07	0,15
prônait	pRonE	prôner	VER	VER			ind:imp:3s;	p_R_o|n_E	p_r_ô|n_ait	0,61	0,15
pulseur	pyls9R	pulseur	NOM	NOM	m	s		p_y_l|s_9_R	p_u_l|s_eu_r	0,07	0,15
punissons	pynis§	punir	VER	VER			imp:pre:1p;ind:pre:1p;	p_y|n_i|s_§	p_u|n_i|ss_ons	0	0,15
purgent	pyRZ	purger	VER	VER			ind:pre:3p;	p_y_R_Z_#	p_u_r_g_ent	0,14	0,15
puérilités	p8eRilite	puérilité	NOM	NOM	f	p		p_8_e|R_i|l_i|t_e_#	p_u_é|r_i|l_i|t_é_s	0,2	0,15
pyrotechnie	piRotEkni	pyrotechnie	NOM	NOM	f	s		p_i|R_o|t_E_k|n_i_#	p_y|r_o|t_e_ch|n_i_e	0,41	0,15
pâlit	pali	pâlir	VER	VER			ind:pre:3s;ind:pas:3s;	p_a|l_i	p_â|l_it	3,18	0,15
pâlotte	palOt	pâlot	ADJ	ADJ	f	s		p_a|l_O_t_#	p_â|l_o_tt_e	0,61	0,15
pénalisé	penalize	pénaliser	VER	VER	m	s	par:pas;	p_e|n_a|l_i|z_e	p_é|n_a|l_i|s_é	0,07	0,15
pénates	penat	pénates	NOM	NOM	m	p		p_e|n_a_t_#	p_é|n_a_t_es	0,88	0,15
périodique	peRjodik	périodique	ADJ	ADJ,NOM		s		p_e|R_j_o|d_i_k_#	p_é|r_i_o|d_i_qu_e	1,28	0,15
périples	peRipl	périple	NOM	NOM	m	p		p_e|R_i_p_l_#	p_é|r_i_p_l_es	0,54	0,15
pérore	peROR	pérorer	VER	VER			ind:pre:1s;ind:pre:3s;	p_e|R_O_R_#	p_é|r_o_r_e	0,61	0,15
pétillantes	petij@t	pétillant	ADJ	ADJ	f	p		p_e|t_i|j_@_t_#	p_é|t_i|ll_an_t_es	0,27	0,15
pétrifiées	petRifje	pétrifier	VER	VER,ADJ	f	p	par:pas;	p_e|t_R_i|f_j_e_#	p_é|t_r_i|f_i_é_es	0,2	0,15
pêne	pEn	pêne	NOM	NOM	m	s		p_E_n_#	p_ê_n_e	0,81	0,15
quantifiable	k@tifjabl	quantifiable	ADJ	ADJ		s		k_@|t_i|f_j_a_b_l_#	qu_an|t_i|f_i_a_b_l_e	0	0,15
quintuplé	k85typle	quintupler	VER	VER	m	s	par:pas;	k_8_5|t_y|p_l_e	q_u_in|t_u|p_l_é	0	0,15
rabaissent	RabEs	rabaisser	VER	VER			ind:pre:3p;	R_a|b_E_s_#	r_a|b_ai_ss_ent	0,14	0,15
rabâchant	RabaS@	rabâcher	VER	VER			par:pre;	R_a|b_a|S_@	r_a|b_â|ch_ant	0,14	0,15
rabâches	RabaS	rabâcher	VER	VER			ind:pre:2s;	R_a|b_a_S_#	r_a|b_â_ch_es	0,54	0,15
raccourci	RakuRsi	raccourci	ADJ	ADJ,NOM,VER	m	s		R_a|k_u_R|s_i	r_a|cc_ou_r|c_i	0,27	0,15
racoleur	Rakol9R	racoleur	ADJ	ADJ,NOM	m	s		R_a|k_o|l_9_R	r_a|c_o|l_eu_r	0,2	0,15
radins	Rad5	radin	NOM	ADJ,NOM	m	p		R_a|d_5_#	r_a|d_in_s	0,14	0,15
radius	Radjys	radius	NOM	NOM	m			R_a|d_j_y_s	r_a|d_i_u_s	0,07	0,15
rajoutera	RaZut°Ra	rajouter	VER	VER			ind:fut:3s;	R_a|Z_u|t_°|R_a	r_a|j_ou|t_e|r_a	0	0,15
rajouterais	RaZut°RE	rajouter	VER	VER			cnd:pre:1s;	R_a|Z_u|t_°|R_E	r_a|j_ou|t_e|r_ais	0,07	0,15
rajoutés	RaZute	rajouter	VER	VER	m	p	par:pas;	R_a|Z_u|t_e_#	r_a|j_ou|t_é_s	0,07	0,15
ramenâmes	Ram°nam	ramener	VER	VER			ind:pas:1p;	R_a|m_°|n_a_m_#	r_a|m_e|n_â_m_es	0,2	0,15
rampante	R@p@t	rampant	ADJ	ADJ	f	s		R_@|p_@_t_#	r_am|p_an_t_e	0,68	0,15
rapiats	Rapja	rapiat	NOM	NOM	m	p		R_a|p_j_a_#	r_a|p_i_a_ts	0,07	0,15
rappelions	Rap°lj§	rappeler	VER	VER			ind:imp:1p;	R_a|p_°|l_j_§	r_a|pp_e|l_i_ons	0,07	0,15
rappliqueront	Raplik°R§	rappliquer	VER	VER			ind:fut:3p;	R_a|p_l_i|k_°|R_§	r_a|pp_l_i|qu_e|r_ont	0,14	0,15
rapprocha	RapRoSa	rapprocher	VER	VER			ind:pas:3s;	R_a|p_R_o|S_a	r_a|pp_r_o|ch_a	6,62	0,15
rasante	Raz@t	rasant	ADJ	ADJ	f	s		R_a|z_@_t_#	r_a|s_an_t_e	0,74	0,15
rattraperait	RatRap°RE	rattraper	VER	VER			cnd:pre:3s;	R_a|t_R_a|p_°|R_E	r_a|tt_r_a|p_e|r_ait	0,54	0,15
rebellée	R°bele	rebeller	VER	VER	f	s	par:pas;	R_°|b_e|l_e_#	r_e|b_e|ll_é_e	0,27	0,15
rechercherait	R°SERS°RE	rechercher	VER	VER			cnd:pre:3s;	R_°|S_E_R|S_°|R_E	r_e|ch_e_r|ch_e|r_ait	0,14	0,15
reconstituant	R°k§stit8@	reconstituant	NOM	ADJ,NOM,VER	m	s		R_°|k_§_s|t_i|t_8_@	r_e|c_on_s|t_i|t_u_ant	0,2	0,15
